Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,FCF,FCF FQ-1,FCF FQ-2,FCF FQ-3,FCF FQ-4,FCF FQ-5,FCF FQ-6,FCF FQ-7,FCF FQ-8,FCF FQ-9,FCF FQ-10,FCF FQ-11,FCF FQ-12
934,Sinopec Kantons Holdings Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,855.1 M,2022,-,NA,4.436 M,4.443 M,12.924 M,12.944 M,-5.345 M,-5.338 M,0 K,0 K,9.119 M,9.117 M,6.509 M
1038,CK Infrastructure Holdings Limited,Utilities,Electric Utilities,Utilities,13.561 B,2022,-,NA,36.256 M,36.319 M,78.753 M,78.872 M,94.277 M,94.161 M,124.3 M,124.3 M,44.836 M,44.823 M,47.611 M
635,Playmates Holdings Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,166.2 M,2022,-,NA,9.152 M,9.168 M,3.009 M,3.013 M,6.72 M,6.712 M,4.723 M,4.724 M,1.305 M,1.305 M,1.767 M
683,Kerry Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,3.744 B,2022,305.8 M,-10.243 M,164.2 M,164.4 M,182.4 M,182.1 M,421.4 M,421.6 M,-41.18 M,-41.169 M,111.7 M,111.1 M,130 M
326,China Star Entertainment Limited,Communication Services,Entertainment,Media,203.8 M,2022,-36.833 M,-1.489 M,0 K,0 K,-7.168 M,0 K,-13.374 M,-13.378 M,-3.007 M,-3.007 M,8.244 M,8.196 M,-63.641 M
1596,Hebei Yichen Industrial Group Corporation Limited,Industrials,Machinery,Capital Goods,455.2 M,2022,-32.973 M,-11.232 M,-6.176 M,-6.086 M,4.144 M,4.083 M,5.246 M,5.044 M,-4.548 M,-4.537 M,6.342 M,6.179 M,751.817 K
363,Shanghai Industrial Holdings Limited,Industrials,Industrial Conglomerates,Capital Goods,1.429 B,2022,462 M,-546.7 M,781.8 M,782.9 M,-215.2 M,-214.9 M,549.8 M,549.9 M,-120.2 M,-120.1 M,477.4 M,474.6 M,-197.2 M
11,Hang Seng Bank Limited,Financials,Banks,Banks,27.643 B,2022,13.075 B,4.294 B,2.208 B,2.212 B,597 M,597.9 M,-3.724 B,-3.72 B,1.229 B,1.229 B,-17.031 M,-17.026 M,-98.365 M
2338,"Weichai Power Co., Ltd.",Industrials,Machinery,Capital Goods,12.729 B,2022,-480.8 M,301 M,-1.023 B,1.43 B,-396.1 M,1.721 B,-582 M,2.948 B,-454.6 M,1.704 B,-1.549 B,2.621 B,-393.7 M
535,Gemdale Properties and Investment Corporation Limited,Real Estate,Real Estate Management & Development,Real Estate,1.1 B,2022,456.9 M,-125.5 M,366.1 M,360.8 M,-357.3 M,-352.1 M,-297.5 M,-286 M,-11.31 M,-11.283 M,630.5 M,614.4 M,-336.7 M
200,Melco International Development Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.674 B,2022,-628.6 M,-148 M,-167.7 M,-167.9 M,-119.3 M,-119.2 M,-226.4 M,-226.5 M,-329.7 M,-329.6 M,201 M,199.8 M,130.3 M
737,Shenzhen Investment Holdings Bay Area Development Company Limited,Industrials,Transportation Infrastructure,Transportation,738.1 M,2022,-7.403 M,-2.642 M,-3.227 M,-1.591 M,-87.175 K,-2.108 M,-1.524 M,-24.358 M,-2.452 M,-2.357 M,-1.417 M,-1.414 M,-1.354 M
726,DIT Group Limited,Real Estate,Real Estate Management & Development,Real Estate,126.4 M,2022,-56.168 M,-14.241 M,-13.957 M,-13.978 M,-35.938 M,-35.894 M,-17.019 M,-17.024 M,-8.444 M,-8.442 M,538.859 K,535.745 K,-7.487 M
617,Paliburg Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,255.6 M,2022,57.641 M,20.381 M,8.529 M,8.542 M,1.971 M,1.968 M,75.724 M,75.748 M,13.664 M,13.66 M,-11.851 M,-11.783 M,-23.561 M
226,Lippo Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,141.4 M,2022,-8.483 M,-9.561 M,5.338 M,5.346 M,-4.118 M,-4.113 M,20.568 M,-4.523 M,-18.142 M,-18.137 M,2.714 M,2.698 M,11.287 M
2343,Pacific Basin Shipping Limited,Industrials,Marine,Transportation,2.151 B,2022,850.6 M,187.2 M,238.1 M,238.1 M,259.7 M,259.7 M,53.278 M,53.278 M,54.926 M,54.926 M,3.167 M,3.167 M,22.966 M
336,Huabao International Holdings Limited,Materials,Chemicals,Materials,1.564 B,2022,91.161 M,-5.358 M,53.402 M,52.625 M,24.929 M,24.566 M,69.011 M,66.345 M,27.164 M,27.099 M,80.935 M,78.858 M,8.767 M
371,Beijing Enterprises Water Group Limited,Utilities,Water Utilities,Utilities,2.483 B,2022,-46.831 M,3.472 M,-7.757 M,-7.769 M,-106 M,-105.8 M,-8.231 M,-8.234 M,-277.1 M,-277 M,53.65 M,53.34 M,-351 M
157,Natural Beauty Bio-Technology Limited,Consumer Staples,Personal Products,Household & Personal Products,135.2 M,2022,-,NA,-169.43 K,-169.725 K,1.611 M,1.614 M,-1.199 M,-1.198 M,-894.101 K,-894.384 K,-1.926 M,-1.926 M,-2.592 M
687,Tysan Holdings Limited,Industrials,Construction & Engineering,Capital Goods,141.5 M,2022,-3.738 M,599.557 K,-2.484 M,-2.487 M,1.894 M,1.892 M,11.721 M,11.724 M,-9.731 M,-9.728 M,-6.491 M,-6.453 M,-22.96 M
2877,China Shineway Pharmaceutical Group Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",691.9 M,2022,96.674 M,30.343 M,20.688 M,20.387 M,26.836 M,26.446 M,19.995 M,19.223 M,22.043 M,21.99 M,6.332 M,6.169 M,13.938 M
1161,Water Oasis Group Limited,Consumer Discretionary,Diversified Consumer Services,Consumer Services,145.7 M,2022,12.02 M,6.889 M,-878.559 K,-882.697 K,539.004 K,540.42 K,3.988 M,3.999 M,7.137 M,7.136 M,4.755 M,4.731 M,1.473 M
6,Power Assets Holdings Limited,Utilities,Electric Utilities,Utilities,11.375 B,2022,-,NA,19.243 M,19.277 M,46.046 M,46.116 M,14.232 M,14.214 M,39.794 M,39.806 M,22.128 M,22.121 M,24.639 M
618,Peking University Resources (Holdings) Company Limited,Real Estate,Real Estate Management & Development,Real Estate,132.6 M,2022,-84.503 M,NA,NA,NA,0 K,0 K,-13.219 M,-12.703 M,42.67 M,43.402 M,-1.586 M,-1.651 M,8.989 M
991,"Datang International Power Generation Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,5.993 B,2022,-832.4 M,604.4 M,563.6 M,-2.229 B,224.3 M,515.3 M,551.2 M,-600.6 M,943.3 M,360.1 M,718.9 M,52.386 M,224.9 M
836,China Resources Power Holdings Company Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,10.332 B,2022,-1.078 B,-282 M,-253.9 M,-254.4 M,-801.3 M,-802.5 M,-336.4 M,-335.9 M,179.9 M,180 M,-813.9 M,-813.6 M,231.6 M
2362,Jinchuan Group International Resources Co. Ltd,Materials,Metals & Mining,Materials,971.5 M,2022,-,NA,-7.162 M,-7.162 M,0 K,0 K,33.4 M,33.4 M,12.954 M,12.954 M,46.251 M,46.251 M,4.63 M
8227,"Xi'an Haitian Antenna Technologies Co., Ltd.",Information Technology,Communications Equipment,Technology Hardware & Equipment,106.4 M,2022,-1.57 M,-230.976 K,-272.243 K,-971.579 K,-1.018 M,-782.284 K,-1.418 M,-1.333 M,-1.076 M,-51.665 K,-508.657 K,-1.844 M,6.613 M
258,Tomson Group Limited,Real Estate,Real Estate Management & Development,Real Estate,421.8 M,2022,36.877 M,-3.315 M,21.889 M,21.922 M,-16.998 M,-16.977 M,25.346 M,25.354 M,-9.156 M,-9.153 M,-38.259 M,-38.038 M,1.739 M
588,Beijing North Star Company Limited,Real Estate,Real Estate Management & Development,Real Estate,764.7 M,2022,777.3 M,195.1 M,127.4 M,157.8 M,334.9 M,57.984 M,483.7 M,50.746 M,-6.278 M,57.776 M,33.156 M,-93.769 M,-109.7 M
2698,Weiqiao Textile Company Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,176.5 M,2022,-326.8 M,-94.929 M,-67.408 M,-71.231 M,-22.668 M,-22.339 M,28.14 M,27.73 M,89.873 M,86.401 M,14.851 M,14.816 M,39.818 M
101,Hang Lung Properties Limited,Real Estate,Real Estate Management & Development,Real Estate,8.712 B,2022,-,NA,118.7 M,118.9 M,170.4 M,170.7 M,4.83 M,4.824 M,119.3 M,119.4 M,100.8 M,100.8 M,195.1 M
950,Lee's Pharmaceutical Holdings Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",111.8 M,2022,36.315 M,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
386,China Petroleum & Chemical Corporation,Energy,"Oil, Gas & Consumable Fuels",Energy,81.692 B,2022,2.371 B,3.623 B,-12.987 B,8.323 B,5.585 B,5.404 B,-6.527 B,5.187 B,2.322 B,10.98 B,-12.753 B,657.3 M,2.914 B
1083,Towngas Smart Energy Company Limited,Utilities,Gas Utilities,Utilities,1.407 B,2022,-,NA,-74.3 M,-74.429 M,-8.506 M,-8.519 M,-22.188 M,-22.161 M,-14.174 M,-14.179 M,6.652 M,6.65 M,-13.142 M
120,Cosmopolitan International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,1.649 B,2022,-42.31 M,-15.428 M,-5.791 M,-5.8 M,3.252 M,3.248 M,39.233 M,39.245 M,10.612 M,10.609 M,8.771 M,8.721 M,-8.673 M
19,Swire Pacific Limited,Real Estate,Real Estate Management & Development,Real Estate,10.126 B,2022,645.9 M,134.7 M,186.6 M,186.9 M,0 K,0 K,448.5 M,447.9 M,456.2 M,456.3 M,100.8 M,100.7 M,351.1 M
603,China Oil And Gas Group Limited,Utilities,Gas Utilities,Utilities,165.3 M,2022,127.6 M,63.217 M,697.551 K,698.611 K,41.19 M,41.139 M,9.555 M,9.558 M,35.367 M,35.358 M,7.382 M,7.34 M,29.005 M
1361,361 Degrees International Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.004 B,2022,50.657 M,24.186 M,389.615 K,411.712 K,30.154 M,29.716 M,-1.571 M,-1.548 M,8.886 M,8.543 M,-7.119 M,-7.101 M,42.45 M
1288,Agricultural Bank of China Limited,Financials,Banks,Banks,135.3 B,2022,-334.5 B,-92.26 B,-191.3 B,20.264 B,-34.61 B,-53.811 B,-161.4 B,89.918 B,-62.605 B,-66.23 B,-162.8 B,18.249 B,-49.271 B
1383,LET Group Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,160.8 M,2022,-94.289 M,-19.044 M,0 K,0 K,-35.204 M,-35.161 M,-42.666 M,-32.668 M,-30.165 M,-30.093 M,-3.739 M,-3.643 M,-9.097 M
1476,"Hengtai Securities Co., Ltd",Financials,Capital Markets,Diversified Financials,929 M,2022,465.4 M,120.6 M,125 M,123.2 M,-74.727 M,-73.639 M,-111.6 M,-107.3 M,31.144 M,329.4 M,97.359 M,94.861 M,-590.5 M
762,China Unicom (Hong Kong) Limited,Communication Services,Diversified Telecommunication Services,Telecommunication Services,22.023 B,2022,-,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
230,Minmetals Land Limited,Real Estate,Real Estate Management & Development,Real Estate,206.8 M,2022,-,NA,-126.5 M,-126.7 M,-77.724 M,-77.842 M,255.8 M,255.5 M,-9.193 M,-9.196 M,-142.8 M,-142.8 M,-150.1 M
152,Shenzhen International Holdings Limited,Industrials,Transportation Infrastructure,Transportation,2.169 B,2022,-319.7 M,52.347 M,-226.5 M,-226.9 M,-69.826 M,-69.74 M,-53.201 M,-53.218 M,-212.1 M,-212.1 M,113 M,112.4 M,82.613 M
612,China Investment Fund Company Limited,Financials,Capital Markets,Diversified Financials,407.1 M,2022,-14.689 M,-3.405 M,-3.971 M,-3.977 M,3.037 M,3.033 M,-5.597 M,-5.598 M,-5.803 M,-5.801 M,-2.363 M,-2.349 M,8.885 M
861,Digital China Holdings Limited,Information Technology,IT Services,Software & Services,833.6 M,2022,66.899 M,-35.335 M,69.167 M,69.272 M,-38.545 M,-38.498 M,93.634 M,93.663 M,-23.621 M,-23.615 M,91.351 M,90.823 M,-40.555 M
201,Magnificent Hotel Investments Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,129.9 M,2022,-,NA,8.959 M,8.975 M,2.876 M,2.88 M,2.971 M,2.967 M,4.398 M,4.4 M,-3.493 M,-3.492 M,1.383 M
746,Lee & Man Chemical Company Limited,Materials,Chemicals,Materials,517.1 M,2022,-,NA,42.172 M,42.246 M,31.998 M,32.047 M,19.831 M,19.807 M,24.588 M,24.596 M,1.276 M,1.276 M,12.222 M
340,Tongguan Gold Group Limited,Materials,Metals & Mining,Materials,172.9 M,2022,8.646 M,-3.205 M,7.571 M,7.583 M,854.291 K,853.239 K,809.676 K,809.932 K,-490.096 K,-489.961 K,-2.416 M,-2.402 M,-3.15 M
1055,China Southern Airlines Company Limited,Industrials,Airlines,Transportation,16.072 B,2022,-431.6 M,398.3 M,-540 M,-497.6 M,-195.2 M,772.8 M,-661.6 M,-306.4 M,1.093 B,297.1 M,-1.346 B,1.442 B,1.373 B
1044,Hengan International Group Company Limited,Consumer Staples,Personal Products,Household & Personal Products,5.33 B,2022,-,NA,132.7 M,140.2 M,148.7 M,146.6 M,149.6 M,147.4 M,123.6 M,118.8 M,188.8 M,188.3 M,141.4 M
175,Geely Automobile Holdings Limited,Consumer Discretionary,Automobiles,Automobiles & Components,12.837 B,2022,1.813 B,366.9 M,543.4 M,574.3 M,808.8 M,797 M,173.1 M,170.6 M,200.4 M,192.7 M,-270.8 M,-270.1 M,479.4 M
124,Guangdong Land Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,161.3 M,2022,-1.698 B,NA,-354.7 M,-355.2 M,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,13.137 M
1138,"COSCO SHIPPING Energy Transportation Co., Ltd.",Energy,"Oil, Gas & Consumable Fuels",Energy,7.443 B,2022,2.713 M,90.606 M,-218.8 M,53.896 M,83.909 M,123.8 M,-185.4 M,-25.843 M,-25.263 M,333.6 M,-63.919 M,215.3 M,26.181 M
1005,Matrix Holdings Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,231.2 M,2022,25.837 M,8.21 M,4.753 M,4.76 M,6.5 M,6.492 M,-373.235 K,-373.353 K,5.502 M,5.5 M,1.635 M,1.625 M,6.168 M
548,Shenzhen Expressway Corporation Limited,Industrials,Transportation Infrastructure,Transportation,2.383 B,2022,219.8 M,40.659 M,33.825 M,28.954 M,56.603 M,142 M,-230 M,62.574 M,-106.9 M,-72.08 M,-78.63 M,-30.087 M,23.489 M
1137,Hong Kong Technology Venture Company Limited,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,530.5 M,2022,17.424 M,1.159 M,7.604 M,7.615 M,-1.445 M,-1.443 M,14.373 M,14.378 M,19.145 M,19.14 M,-11.769 M,-11.701 M,-8.251 M
169,Wanda Hotel Development Company Limited,Real Estate,Real Estate Management & Development,Real Estate,161.6 M,2022,10.639 M,-13.153 M,17.818 M,17.845 M,14.606 M,14.588 M,0 K,0 K,-37.634 M,-37.623 M,0 K,0 K,-58.877 M
2327,Meilleure Health International Industry Group Limited,Industrials,Trading Companies & Distributors,Capital Goods,159.1 M,2022,5.425 M,4.303 M,-1.594 M,-1.596 M,-4.179 M,-4.174 M,6.447 M,6.449 M,-1.904 M,-1.904 M,-1.235 M,-1.228 M,2.85 M
934,Sinopec Kantons Holdings Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,855.1 M,2022,-,NA,4.436 M,4.443 M,12.924 M,12.944 M,-5.345 M,-5.338 M,0 K,0 K,9.119 M,9.117 M,6.509 M
1038,CK Infrastructure Holdings Limited,Utilities,Electric Utilities,Utilities,13.561 B,2022,-,NA,36.256 M,36.319 M,78.753 M,78.872 M,94.277 M,94.161 M,124.3 M,124.3 M,44.836 M,44.823 M,47.611 M
635,Playmates Holdings Limited,Consumer Discretionary,Leisure Products,Consumer Durables & Apparel,166.2 M,2022,-,NA,9.152 M,9.168 M,3.009 M,3.013 M,6.72 M,6.712 M,4.723 M,4.724 M,1.305 M,1.305 M,1.767 M
2314,Lee & Man Paper Manufacturing Limited,Materials,Paper & Forest Products,Materials,1.823 B,2022,-,NA,-72.109 M,-72.234 M,58.921 M,59.011 M,-92.189 M,-92.076 M,22.882 M,22.889 M,-18.845 M,-18.84 M,73.088 M
875,China Finance Investment Holdings Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",236.3 M,2022,-32.765 M,-14.838 M,-1.554 M,-1.557 M,-44.756 K,-44.701 K,-5.043 M,-5.045 M,-2.158 M,-2.158 M,-4.55 M,-4.524 M,-1.688 M
3688,Top Spring International Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,196.8 M,2022,-68.014 M,-16.11 M,-18.04 M,-18.068 M,31.801 M,31.762 M,18.1 M,18.106 M,-49.891 M,-49.877 M,-13.387 M,-13.309 M,-66.746 M
661,China Daye Non-Ferrous Metals Mining Limited,Materials,Metals & Mining,Materials,161.9 M,2022,-305.2 M,-58.724 M,-102.3 M,-100.8 M,27.415 M,27.016 M,32.801 M,31.534 M,63.191 M,63.04 M,27.173 M,26.476 M,19.003 M
3618,"Chongqing Rural Commercial Bank Co., Ltd.",Financials,Banks,Banks,4.999 B,2022,2.634 B,137.8 M,-127.3 M,3.836 B,1.208 B,-402.4 M,-2.514 B,-2.222 B,-3.542 B,99.181 M,646.4 M,-7.348 B,9.064 B
1366,Jiangnan Group Limited,Industrials,Electrical Equipment,Capital Goods,290 M,2022,102.2 M,-3.121 M,57.009 M,56.18 M,-179.2 M,-176.6 M,74.61 M,71.728 M,-106.9 M,-106.7 M,81.419 M,79.329 M,-22.143 M
2282,MGM China Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,4.473 B,2022,-192 M,-97.936 M,1.756 M,1.759 M,-64.7 M,-64.62 M,-82.747 M,-82.773 M,-162.9 M,-162.9 M,71.416 M,71.004 M,134.3 M
1765,"Hope Education Group Co., Ltd.",Consumer Discretionary,Diversified Consumer Services,Consumer Services,634 M,2022,-47.884 M,18.487 M,-45.696 M,-45.298 M,24.592 M,24.945 M,17.518 M,17.238 M,0 K,0 K,-12.974 M,-12.896 M,44.97 M
1030,Seazen Group Limited,Real Estate,Real Estate Management & Development,Real Estate,1.926 B,2022,4.886 B,815.4 M,1.762 B,1.737 B,-640.4 M,-631 M,471.6 M,453.4 M,-990 M,-987.7 M,3.372 B,3.285 B,-718.2 M
1115,Tibet Water Resources Ltd.,Consumer Staples,Beverages,"Food, Beverage & Tobacco",214.7 M,2022,3.513 M,3.107 M,-1.248 M,-1.23 M,7.12 M,7.017 M,4.214 M,4.051 M,1.809 M,1.804 M,21.312 M,20.765 M,18.194 M
8032,Viva China Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,1.665 B,2022,-20.096 M,NA,NA,NA,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
3788,China Hanking Holdings Limited,Materials,Metals & Mining,Materials,191.7 M,2022,-,NA,4.044 M,4.273 M,22.895 M,22.562 M,47.673 M,46.979 M,34.497 M,33.164 M,30.255 M,30.182 M,12.38 M
3316,Binjiang Service Group Co. Ltd.,Industrials,Commercial Services & Supplies,Commercial & Professional Services,843.3 M,2022,-,NA,34.478 M,36.433 M,11.062 M,10.901 M,6.879 M,6.778 M,12.895 M,12.397 M,9.992 M,9.968 M,8.241 M
1785,"Chengdu Expressway Co., Ltd.",Industrials,Transportation Infrastructure,Transportation,400.9 M,2022,113.3 M,36.024 M,17.035 M,44.782 M,49.352 M,17.031 M,5.207 M,35.856 M,34.471 M,77.423 M,-3.952 M,39.494 M,38.481 M
329,OCI International Holdings Limited,Financials,Capital Markets,Diversified Financials,137.6 M,2022,698.109 K,194.235 K,156.159 K,156.396 K,12.936 M,12.92 M,3.053 M,3.054 M,8.747 M,8.745 M,9.204 M,9.151 M,-24.406 M
1911,China Renaissance Holdings Limited,Financials,Capital Markets,Diversified Financials,517.7 M,2022,5.929 M,-19.795 M,22.876 M,22.543 M,106.9 M,105.3 M,14.799 M,14.227 M,9.849 M,9.826 M,-49.558 M,-48.286 M,17.61 M
3369,"Qinhuangdao Port Co., Ltd.",Industrials,Transportation Infrastructure,Transportation,1.903 B,2022,265.1 M,100.1 M,62.928 M,22.266 M,41.229 M,43.746 M,74.566 M,-11.705 M,53.911 M,76.492 M,72.844 M,-28.909 M,76.54 M
2111,Best Pacific International Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,166.9 M,2022,26.047 M,4.777 M,8.308 M,8.32 M,10.853 M,10.84 M,19.739 M,19.745 M,13.48 M,13.476 M,-5.368 M,-5.337 M,-1.504 M
2283,TK Group (Holdings) Limited,Industrials,Machinery,Capital Goods,161.3 M,2022,36.104 M,11.489 K,18.157 M,18.184 M,-1.885 M,-1.883 M,20.996 M,21.003 M,8.419 M,8.417 M,18.765 M,18.657 M,-3.511 M
6118,Austar Lifesciences Limited,Healthcare,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",139.7 M,2022,-39.712 M,-9.955 M,-11.002 M,-10.842 M,-4.971 M,-4.898 M,2.825 M,2.716 M,-792.301 K,-790.399 K,3.182 M,3.101 M,-1.474 M
6123,YTO Express (International) Holdings Limited,Industrials,Air Freight & Logistics,Transportation,101.2 M,2022,54.704 M,17.761 M,9.683 M,9.698 M,-800.649 K,-799.662 K,12.14 M,12.143 M,7.556 M,7.554 M,2.012 M,2 M,12.475 M
1456,"Guolian Securities Co., Ltd.",Financials,Capital Markets,Diversified Financials,3.58 B,2022,-562.2 M,490.2 M,-800.5 M,-354.2 M,-224.1 M,-471.9 M,-33.317 M,-411.3 M,67.6 M,-297 M,-159.9 M,-41.872 M,-40.797 M
1811,"CGN New Energy Holdings Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,1.377 B,2022,-,NA,38.138 M,38.138 M,-162.2 M,-162.2 M,-294.4 M,-294.4 M,-270.4 M,-270.4 M,-295.2 M,-295.2 M,-346.1 M
520,"Xiabuxiabu Catering Management (China) Holdings Co., Ltd.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,886.7 M,2022,67.671 M,19.198 M,16.519 M,16.278 M,30.945 M,30.494 M,49.725 M,47.805 M,15.312 M,15.275 M,-3.603 M,-3.51 M,25.12 M
1370,Aowei Holding Limited,Materials,Metals & Mining,Materials,160.4 M,2022,-,8.499 M,4.045 M,3.986 M,-14.871 M,-14.654 M,38.528 K,37.039 K,-11.026 M,-11 M,-4.376 M,-4.264 M,12.414 M
288,WH Group Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",8.035 B,2022,481 M,-199 M,473.5 M,473.5 M,10.5 M,10.5 M,406.5 M,406.5 M,495.5 M,495.5 M,340.5 M,340.5 M,36 M
1375,"Central China Securities Co., Ltd.",Financials,Capital Markets,Diversified Financials,1.848 B,2022,-178.3 M,555.1 M,-187.2 M,-46.585 M,67.791 M,-215 M,10.67 M,10.206 M,-272.3 M,264.7 M,164.5 M,318.6 M,29.725 M
1,CK Hutchison Holdings Limited,Industrials,Industrial Conglomerates,Capital Goods,23.664 B,2022,4.206 B,943.1 M,1.148 B,1.15 B,438.1 M,438.7 M,1.178 B,1.177 B,1.716 B,1.716 B,1.256 B,1.255 B,1.474 B
1508,China Reinsurance (Group) Corporation,Financials,Insurance,Insurance,3.03 B,2022,242.1 M,-83.623 M,211.1 M,208 M,498.4 M,491.1 M,649.1 M,624.1 M,1.689 B,1.685 B,610.6 M,594.9 M,451.3 M
6836,Tianyun International Holdings Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",187.6 M,2022,25.994 M,5.999 M,7.718 M,7.605 M,2.311 M,2.277 M,1.924 M,1.85 M,314.557 K,313.802 K,5.925 M,5.773 M,-1.12 M
3700,Inkeverse Group Limited,Communication Services,Interactive Media & Services,Media,266.7 M,2022,137 M,29.561 M,42.705 M,42.084 M,-471.884 K,-465.013 K,12.519 M,12.036 M,-1.196 M,-1.193 M,6.433 M,6.268 M,241.455 K
788,China Tower Corporation Limited,Communication Services,Diversified Telecommunication Services,Telecommunication Services,21.749 B,2022,5.533 B,1.04 B,1.709 B,1.256 B,1.785 B,1.739 B,313.5 M,520.5 M,917.6 M,141.5 M,831.4 M,977.4 M,1.556 B
6190,"Bank of Jiujiang Co., Ltd.",Financials,Banks,Banks,2.926 B,2022,-4.96 B,NA,NA,0 K,0 K,0 K,0 K,-1.83 B,-1.759 B,748.2 M,746.4 M,-1.853 B,-1.806 B
1760,Intron Technology Holdings Limited,Consumer Discretionary,Auto Components,Automobiles & Components,659.1 M,2022,-26.83 M,-2.647 M,-11.502 M,-11.335 M,6.36 M,6.267 M,-889.963 K,-855.584 K,6.36 M,6.345 M,5.391 M,5.253 M,-12.868 M
772,China Literature Limited,Communication Services,Media,Media,5.414 B,2022,-,NA,50.373 M,53.23 M,61.459 M,60.565 M,32.485 M,32.012 M,51.37 M,49.386 M,29.429 M,29.358 M,55.655 M
6066,"CSC Financial Co., Ltd.",Financials,Capital Markets,Diversified Financials,23.04 B,2022,-199 M,2.315 B,2.253 B,-4.242 B,1.083 B,-1.894 B,3.805 B,-3.155 B,-1.24 B,1.15 B,-2.521 B,332.8 M,-378.9 M
1357,"Meitu, Inc.",Communication Services,Interactive Media & Services,Media,1.659 B,2022,24.124 M,-11.213 M,23.904 M,23.556 M,-28.248 M,-27.836 M,-13.637 M,-13.11 M,-5.966 M,-5.952 M,5.03 M,4.901 M,-5.171 M
1216,"Zhongyuan Bank Co., Ltd.",Financials,Banks,Banks,2.933 B,2022,4.148 B,-1.173 B,-1.239 B,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K,0 K
1727,Hebei Construction Group Corporation Limited,Industrials,Construction & Engineering,Capital Goods,181.8 M,2022,91.07 M,-157.2 M,204.9 M,201.9 M,-155.1 M,-152.9 M,247.9 M,238.4 M,-115.6 M,-115.3 M,143.2 M,139.5 M,-126.7 M
3319,"A-Living Smart City Services Co., Ltd.",Real Estate,Real Estate Management & Development,Real Estate,1.406 B,2022,14.463 M,-120.1 M,127.4 M,125.6 M,72.895 M,71.833 M,113.3 M,108.9 M,76.951 M,76.767 M,75.58 M,73.64 M,38.807 M
3309,C-MER Eye Care Holdings Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,753.5 M,2022,7.204 M,4.014 M,-407.936 K,-408.556 K,2.101 M,2.098 M,10.098 M,10.101 M,-5.062 M,-5.061 M,-1.52 M,-1.512 M,2.321 M
