Ticker,Name,Sector,Industry,Industry Group,Market Cap,Last Reported Fiscal Year,EBITDA,EBITDA FQ-1,EBITDA FQ-2,EBITDA FQ-3,EBITDA FQ-4,EBITDA FQ-5,EBITDA FQ-6,EBITDA FQ-7,EBITDA FQ-8,EBITDA FQ-9,EBITDA FQ-10,EBITDA FQ-11,EBITDA FQ-12
1811,"CGN New Energy Holdings Co., Ltd.",Utilities,Independent Power & Renewable Electricity Producers,Utilities,1.377 B,2022,854.7 M,215.3 M,250.1 M,250.1 M,155.2 M,155.2 M,199.1 M,199.1 M,119.4 M,119.4 M,120.8 M,120.8 M,90.617 M
1375,"Central China Securities Co., Ltd.",Financials,Capital Markets,Diversified Financials,1.848 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1856,Ernest Borel Holdings Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,106.2 M,2022,-2.62 M,43.149 K,-1.362 M,-1.364 M,557.421 K,556.734 K,-75.524 K,-75.548 K,-307.141 K,-307.056 K,-1.329 M,-1.321 M,-981.307 K
2329,Glory Health Industry Limited,Real Estate,Real Estate Management & Development,Real Estate,117.8 M,2022,-97.207 M,-35.313 M,-16.011 M,-15.778 M,60.79 M,59.904 M,-15.421 M,-14.825 M,36.878 M,36.789 M,48.19 M,46.953 M,49.544 M
400,"Ingdan, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,291.3 M,2022,78.096 M,21.506 M,27.76 M,30 M,24.324 M,23.97 M,14.713 M,15.746 M,11.785 M,11.757 M,9.671 M,9.423 M,4.538 M
3799,Dali Foods Group Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",5.522 B,2022,564.4 M,136.1 M,161.8 M,159.4 M,180.9 M,178.2 M,195.7 M,188.2 M,160.8 M,160.4 M,170.7 M,166.3 M,188.9 M
2016,"China Zheshang Bank Co., Ltd",Financials,Banks,Banks,7.672 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1585,Yadea Group Holdings Ltd.,Consumer Discretionary,Automobiles,Automobiles & Components,7.061 B,2022,288.4 M,91.961 M,60.264 M,59.387 M,51.375 M,50.627 M,51.244 M,49.264 M,31.916 M,31.84 M,25.977 M,25.31 M,13.581 M
1579,Yihai International Holding Ltd.,Consumer Staples,Food Products,"Food, Beverage & Tobacco",2.691 B,2022,162.7 M,33.503 M,52.348 M,51.587 M,40.392 M,39.804 M,64.163 M,61.684 M,40.362 M,40.265 M,50.743 M,49.441 M,28.347 M
1583,Qinqin Foodstuffs Group (Cayman) Company Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",134.7 M,2022,8.392 M,1.159 M,4.305 M,4.549 M,-1.104 M,-1.088 M,1.455 M,1.434 M,-817.427 K,-785.85 K,4.49 M,4.479 M,3.148 M
2278,Hailan Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,122.3 M,2022,1.846 M,2.531 M,-1.552 M,-1.53 M,10.988 M,10.828 M,4.464 M,4.291 M,9.457 M,9.434 M,1.796 M,1.75 M,-2.001 M
1606,"China Development Bank Financial Leasing Co., Ltd.",Financials,Diversified Financial Services,Diversified Financials,1.691 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
6896,Golden Throat Holdings Group Company Limited,Consumer Staples,Personal Products,Household & Personal Products,243 M,2022,35.327 M,6.933 M,11.706 M,11.535 M,7.534 M,7.424 M,11.215 M,10.782 M,1.453 M,1.45 M,11.089 M,10.805 M,4.641 M
2666,Genertec Universal Medical Group Company Limited,Financials,Diversified Financial Services,Diversified Financials,1.147 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1689,Huaxi Holdings Company Limited,Materials,Containers & Packaging,Materials,120.6 M,2022,1.645 M,-352.151 K,1.188 M,1.19 M,3.178 M,3.174 M,4.071 M,4.072 M,3.795 M,3.794 M,2.248 M,2.254 M,1.718 M
1931,IVD Medical Holding Limited,Healthcare,Healthcare Providers & Services,Healthcare Equipment & Services,226.1 M,2022,50.843 M,13.639 M,11.595 M,12.253 M,12.637 M,12.453 M,9.722 M,9.581 M,13.244 M,12.733 M,5.459 M,5.445 M,12.182 M
6198,"Qingdao Port International Co., Ltd.",Industrials,Transportation Infrastructure,Transportation,4.757 B,2022,720.2 M,220.5 M,239.6 M,128.8 M,225.8 M,212.9 M,217.6 M,143.2 M,186 M,170.1 M,165.8 M,103.7 M,146.4 M
288,WH Group Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",8.035 B,2022,2.555 B,827.5 M,516.5 M,516.5 M,675 M,675 M,277 M,277 M,507 M,507 M,767.5 M,767.5 M,385.5 M
1330,"Dynagreen Environmental Protection Group Co., Ltd.",Industrials,Commercial Services & Supplies,Commercial & Professional Services,1.044 B,2022,253.5 M,67.701 M,68.447 M,89.63 M,75.084 M,73.252 M,62.074 M,51.758 M,55.921 M,48.994 M,35.938 M,31.655 M,32.478 M
6123,YTO Express (International) Holdings Limited,Industrials,Air Freight & Logistics,Transportation,101.2 M,2022,44.319 M,8.233 M,14.031 M,14.052 M,8.278 M,8.267 M,11.343 M,11.347 M,7.577 M,7.575 M,2.935 M,2.918 M,936.629 K
2186,Luye Pharma Group Ltd.,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.663 B,2022,132.5 M,59.88 M,6.492 M,6.398 M,60.302 M,59.424 M,36.569 M,35.156 M,70.04 M,69.872 M,71.771 M,69.929 M,74.502 M
2772,Zhongliang Holdings Group Company Limited,Real Estate,Real Estate Management & Development,Real Estate,269.2 M,2022,696.9 M,147 M,220.7 M,217.5 M,296.9 M,292.5 M,423.9 M,407.6 M,229.9 M,229.4 M,405.3 M,394.9 M,218.1 M
1,CK Hutchison Holdings Limited,Industrials,Industrial Conglomerates,Capital Goods,23.664 B,2022,6.07 B,1.544 B,1.475 B,1.477 B,1.925 B,1.928 B,1.672 B,1.67 B,1.991 B,1.992 B,1.592 B,1.592 B,2.405 B
6196,"Bank of Zhengzhou Co., Ltd.",Financials,Banks,Banks,2.195 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
8328,Xinyi Electric Storage Holdings Limited,Industrials,Electrical Equipment,Capital Goods,391.1 M,2022,10.448 M,5.262 M,4.988 M,1.239 M,8.515 M,2.228 M,1.127 M,956.211 K,1.068 M,1.408 M,937.615 K,269.327 K,1.558 M
1299,AIA Group Limited,Financials,Insurance,Insurance,120.7 B,2022,2.05 B,1.346 B,-264.5 M,-264.5 M,2.277 B,2.296 B,1.867 B,1.867 B,2.811 B,2.831 B,1.512 B,1.512 B,2.001 B
1090,Da Ming International Holdings Limited,Materials,Metals & Mining,Materials,261.4 M,2022,141.1 M,40.16 M,34.289 M,33.79 M,71.576 M,70.534 M,42.694 M,41.045 M,29.549 M,29.478 M,22.1 M,21.533 M,29.115 M
1600,Tian Lun Gas Holdings Limited,Utilities,Gas Utilities,Utilities,595 M,2022,250.1 M,51.346 M,72.068 M,71.02 M,60.502 M,59.621 M,71.339 M,68.583 M,61.203 M,61.056 M,61.097 M,59.529 M,61.157 M
468,Greatview Aseptic Packaging Company Limited,Materials,Containers & Packaging,Materials,289.5 M,2022,56.133 M,12.146 M,17.012 M,16.764 M,20.134 M,19.841 M,23.742 M,22.825 M,20.46 M,20.411 M,18.944 M,18.458 M,20.578 M
2003,VCREDIT Holdings Limited,Financials,Consumer Finance,Diversified Financials,157.6 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1117,China Modern Dairy Holdings Ltd.,Consumer Staples,Food Products,"Food, Beverage & Tobacco",1.119 B,2022,376.2 M,104.8 M,93.693 M,92.33 M,83.437 M,82.222 M,93.065 M,89.47 M,66.362 M,66.202 M,84.622 M,82.45 M,68.614 M
1576,Qilu Expressway Company Limited,Industrials,Transportation Infrastructure,Transportation,580.9 M,2022,206 M,46.534 M,54.121 M,57.191 M,62.652 M,61.741 M,61.627 M,60.729 M,71.901 M,69.124 M,25.889 M,25.827 M,61.843 M
3618,"Chongqing Rural Commercial Bank Co., Ltd.",Financials,Banks,Banks,4.999 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1728,China ZhengTong Auto Services Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,181.8 M,2022,120.4 M,36.958 M,26.613 M,26.225 M,-47.804 M,-47.108 M,-560.1 M,-538.5 M,41.664 M,41.564 M,31.322 M,83.228 M,113.1 M
1672,Ascletis Pharma Inc.,Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",376.7 M,2022,-46.498 M,-14.736 M,-8.284 M,-8.754 M,-8.444 M,-8.321 M,-7.551 M,-7.441 M,-10.821 M,-10.403 M,-5.95 M,-5.936 M,-7.41 M
1798,"China Datang Corporation Renewable Power Co., Limited",Utilities,Independent Power & Renewable Electricity Producers,Utilities,2.483 B,2022,1.411 B,426 M,343.2 M,238.4 M,371.3 M,461.1 M,329.4 M,195.5 M,307.8 M,303.5 M,288.7 M,141.8 M,291 M
327,PAX Global Technology Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,934 M,2022,182.9 M,41.406 M,49.506 M,49.593 M,41.111 M,41.174 M,36.896 M,36.85 M,40.14 M,40.153 M,27.665 M,27.657 M,27.546 M
1085,Hengxin Technology Ltd.,Information Technology,Communications Equipment,Technology Hardware & Equipment,106.8 M,2022,17.687 M,4.738 M,3.027 M,3.198 M,5.287 M,5.21 M,1.796 M,1.77 M,2.369 M,2.277 M,3.167 M,3.159 M,3.288 M
1258,China Nonferrous Mining Corporation Limited,Materials,Metals & Mining,Materials,1.777 B,2022,1.009 B,229.5 M,274.9 M,274.9 M,266.3 M,266.3 M,238.1 M,238.1 M,71.246 M,71.246 M,144.5 M,144.5 M,88.445 M
2236,Wison Engineering Services Co. Ltd.,Energy,Energy Equipment & Services,Energy,212.8 M,2022,-42.861 M,-20.123 M,-2.467 M,-2.431 M,-8.216 M,-8.096 M,-23.907 M,-22.984 M,-1.323 M,-1.32 M,-7.812 M,-7.611 M,-1.176 M
6869,Yangtze Optical Fibre And Cable Joint Stock Limited Company,Information Technology,Communications Equipment,Technology Hardware & Equipment,2.869 B,2022,-,75.593 M,67.21 M,45.363 M,12.067 M,37.734 M,34.427 M,28.199 M,-6.989 M,38.744 M,46.791 M,20.275 M,-1.383 M
1347,Hua Hong Semiconductor Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,5.821 B,2022,941.7 M,226.3 M,226.3 M,212.1 M,137.9 M,115.5 M,83.814 M,60.654 M,43.883 M,40.765 M,16.876 M,29.468 M,59.642 M
1626,Jia Yao Holdings Limited,Materials,Containers & Packaging,Materials,305.7 M,2022,-473.717 K,695.754 K,-903.934 K,-890.786 K,106.317 K,104.769 K,-768.636 K,-738.943 K,-193.9 K,-193.435 K,1.825 M,1.778 M,-142.135 K
1478,Q Technology (Group) Company Limited,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,679.1 M,2022,77.265 M,10.641 M,26.38 M,27.876 M,49.483 M,48.764 M,70.261 M,69.238 M,66.738 M,64.16 M,42.461 M,42.359 M,41.584 M
6836,Tianyun International Holdings Limited,Consumer Staples,Food Products,"Food, Beverage & Tobacco",187.6 M,2022,22.225 M,5.005 M,6.722 M,6.625 M,7.198 M,7.093 M,10.648 M,10.237 M,4.724 M,4.712 M,10.448 M,10.179 M,8.045 M
97,Henderson Investment Limited,Consumer Discretionary,Multiline Retail,Retailing,108.7 M,2022,10.633 M,1.529 M,3.887 M,3.894 M,2.693 M,2.698 M,4.25 M,4.245 M,5.482 M,5.484 M,5.354 M,5.353 M,5.133 M
38,First Tractor Company Limited,Industrials,Machinery,Capital Goods,1.288 B,2022,119.9 M,47.752 M,85.943 M,-50.128 M,36.177 M,43.691 M,70.627 M,-28.853 M,42.26 M,31.556 M,-2.707 M,-19.367 M,18.214 M
579,"Beijing Jingneng Clean Energy Co., Limited",Utilities,Independent Power & Renewable Electricity Producers,Utilities,2.017 B,2022,1.222 B,412.1 M,327 M,226 M,240.5 M,367.9 M,266.9 M,185.7 M,180.2 M,305.3 M,188 M,183.2 M,178.7 M
3903,"Hanhua Financial Holding Co., Ltd.",Financials,Diversified Financial Services,Diversified Financials,190.5 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
1176,Zhuguang Holdings Group Company Limited,Real Estate,Real Estate Management & Development,Real Estate,708.8 M,2022,150.5 M,45.704 M,29.813 M,29.858 M,55.271 M,55.203 M,86.156 M,86.24 M,59.789 M,59.773 M,49.709 M,49.422 M,57.883 M
2255,Haichang Ocean Park Holdings Ltd.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.654 B,2022,-43.906 M,-16.353 M,-6.95 M,-6.849 M,31.276 M,30.821 M,-24.931 M,-23.968 M,-16.006 M,-15.968 M,44.412 M,43.272 M,19.203 M
1313,China Resources Cement Holdings Limited,Materials,Construction Materials,Materials,3.807 B,2022,502.9 M,53.918 M,222.5 M,151.9 M,440 M,319.4 M,419.6 M,263.3 M,340.7 M,472.5 M,554.1 M,264.3 M,527.6 M
656,Fosun International Limited,Industrials,Industrial Conglomerates,Capital Goods,6.623 B,2022,807.5 M,93.135 M,327.7 M,322.9 M,-13.166 M,-12.974 M,268.3 M,257.9 M,107.2 M,106.9 M,384 M,374.2 M,289.3 M
916,China Longyuan Power Group Corporation Limited,Utilities,Independent Power & Renewable Electricity Producers,Utilities,9.92 B,2022,2.987 B,935.2 M,-,822.5 M,563.9 M,966.4 M,1.061 B,692.6 M,515 M,684.6 M,743.6 M,611.3 M,452.9 M
354,Chinasoft International Limited,Information Technology,IT Services,Software & Services,2.16 B,2022,161.9 M,57.796 M,36.768 M,39.215 M,48.628 M,47.92 M,45.271 M,45.598 M,40.425 M,40.328 M,29.961 M,29.192 M,41.855 M
257,China Everbright Environment Group Limited,Industrials,Commercial Services & Supplies,Commercial & Professional Services,2.645 B,2022,1.779 B,465.7 M,427.1 M,427.8 M,521.7 M,521.1 M,429.8 M,429.9 M,402 M,401.9 M,324 M,322.1 M,345.2 M
3639,Yida China Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,113.6 M,2022,211.8 M,47.779 M,-,-,21.519 M,21.205 M,20.349 M,23.407 M,24.28 M,24.222 M,47.458 M,46.24 M,56.347 M
493,GOME Retail Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,625.5 M,2022,-666.4 M,-166.6 M,-187.1 M,-184.4 M,-110.4 M,-108.8 M,-81.779 M,-78.62 M,-146.1 M,-145.7 M,-72.055 M,-70.206 M,15.498 M
240,Build King Holdings Limited,Industrials,Construction & Engineering,Capital Goods,159.8 M,2022,83.94 M,24.035 M,26.351 M,26.397 M,14.697 M,14.719 M,14.735 M,14.717 M,9.153 M,9.156 M,16.528 M,16.524 M,12.416 M
1091,South Manganese Investment Limited,Materials,Metals & Mining,Materials,231.5 M,2022,301.4 M,55.603 M,87.516 M,87.649 M,29.112 M,29.076 M,12.433 M,12.437 M,15.749 M,15.744 M,2.563 M,2.548 M,23.458 M
1070,TCL Electronics Holdings Limited,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,1.006 B,2022,-120 M,-27.928 M,2.248 M,2.252 M,-52.633 M,-52.713 M,-85.197 K,-85.092 K,-135.4 M,56.478 M,70.872 M,30.348 M,-17.212 M
1168,Sinolink Worldwide Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,134 M,2022,-19.113 M,-6.059 M,-3.425 M,-3.431 M,-5.742 M,-5.751 M,-9.983 M,-9.971 M,-10.935 M,-10.938 M,-16.156 M,-16.152 M,-13.813 M
102,Summit Ascent Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,106.9 M,2022,3.265 M,903.134 K,735.645 K,736.763 K,554.587 K,553.904 K,13.415 K,13.419 K,-5.78 M,1.804 M,7.014 M,6.973 M,6.014 M
82,Crazy Sports Group Limited,Communication Services,Interactive Media & Services,Media,126.3 M,2022,5.127 M,1.888 M,2.024 M,2.027 M,2.165 M,2.162 M,1.088 M,1.088 M,1.61 M,1.61 M,5.624 M,-4.384 M,-201.049 K
99,Wong's International Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,114 M,2022,47.893 M,-,5.328 M,5.337 M,5.959 M,5.968 M,6.246 M,6.239 M,7.15 M,7.152 M,6.318 M,6.316 M,8.898 M
393,Glorious Sun Enterprises Limited,Consumer Discretionary,Specialty Retail,Retailing,151.8 M,2022,10.241 M,2.294 M,2.839 M,2.843 M,1.169 M,1.168 M,1.084 M,1.084 M,1.446 M,1.445 M,3.078 M,3.06 M,3.357 M
6826,"Shanghai Haohai Biological Technology Co., Ltd.",Healthcare,Biotechnology,"Pharmaceuticals, Biotechnology & Life Sciences",1.624 B,2022,34.732 M,17.346 M,8.182 M,12.319 M,598.505 K,11.243 M,23.613 M,16.322 M,17.807 M,13.86 M,5.001 M,-6.892 M,7.891 M
168,Tsingtao Brewery Company Limited,Consumer Staples,Beverages,"Food, Beverage & Tobacco",17.031 B,2022,769.3 M,249.9 M,320.6 M,237.5 M,-141.2 M,317.5 M,268 M,228.7 M,-176.6 M,297.9 M,226.4 M,126.7 M,-197.8 M
978,China Merchants Land Limited,Real Estate,Real Estate Management & Development,Real Estate,324.9 M,2022,448.6 M,101.2 M,124 M,131.1 M,214.1 M,211 M,89.313 M,88.013 M,254.1 M,244.3 M,51.138 M,51.015 M,357.6 M
554,Hans Energy Company Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,128.5 M,2022,13.178 M,4.336 M,1.268 M,1.27 M,454.88 K,455.571 K,1.872 M,1.869 M,2.497 M,2.498 M,1.003 M,1.003 M,-2.928 M
308,China Travel International Investment Hong Kong Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.121 B,2022,13.253 M,-13.658 M,20.391 M,20.422 M,-9.891 M,-9.879 M,-3.071 M,-3.072 M,-22.626 M,-22.62 M,18.791 M,18.682 M,38.42 M
334,China Display Optoelectronics Technology Holdings Limited,Information Technology,"Technology Hardware, Storage & Peripherals",Technology Hardware & Equipment,109.5 M,2022,38.495 M,9.03 M,11.287 M,11.122 M,13.532 M,13.335 M,10.085 M,9.695 M,6.743 M,6.727 M,8.54 M,8.321 M,5.408 M
592,Bossini International Holdings Limited,Consumer Discretionary,Specialty Retail,Retailing,119.6 M,2022,-26.892 M,-8.841 M,-4.572 M,-4.566 M,-4.468 M,-4.47 M,-7.773 M,-7.77 M,-4.233 M,-4.209 M,-3.039 M,-6.129 M,-1.716 M
78,Regal Hotels International Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,360.7 M,2022,48.873 M,29.521 M,-5.066 M,-5.074 M,-5.216 M,-5.21 M,-15.46 M,-15.464 M,-16.612 M,-16.607 M,20.693 M,20.574 M,20.982 M
3737,Zhongzhi Pharmaceutical Holdings Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",113.3 M,2022,21.202 M,2.883 M,8.311 M,8.782 M,2.019 M,1.99 M,7.483 M,7.374 M,7.627 M,7.332 M,7.368 M,7.351 M,5.855 M
355,Century City International Holdings Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,118.2 M,2022,174.2 M,53.228 M,34.175 M,34.227 M,2.022 M,2.02 M,-8.817 M,-8.819 M,-11.438 M,-11.435 M,12.493 M,12.421 M,24.605 M
323,Maanshan Iron & Steel Company Limited,Materials,Metals & Mining,Materials,2.964 B,2022,415.8 M,91.938 M,356 M,-82.223 M,472.7 M,792.9 M,404.2 M,256 M,280.2 M,186.2 M,189.5 M,237.2 M,227.3 M
107,Sichuan Expressway Company Limited,Industrials,Transportation Infrastructure,Transportation,1.279 B,2022,320 M,96.868 M,101.5 M,71.209 M,106.3 M,132.4 M,117 M,127 M,130.6 M,71.306 M,15.052 M,58.082 M,103.1 M
127,Chinese Estates Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,602.7 M,2022,143.5 M,4.653 M,67.813 M,67.931 M,3.356 M,3.361 M,36.72 M,36.675 M,55.746 M,55.764 M,113.5 M,113.4 M,64.055 M
1171,Yankuang Energy Group Company Limited,Energy,"Oil, Gas & Consumable Fuels",Energy,17.743 B,2022,9.348 B,2.692 B,3.292 B,2.195 B,2.024 B,1.918 B,1.244 B,913.6 M,1.159 B,726.6 M,683.4 M,774.4 M,1.337 B
3969,China Railway Signal & Communication Corporation Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,6.758 B,2022,636 M,121 M,246.8 M,151.7 M,-,138.4 M,235.7 M,126.7 M,216.1 M,192.4 M,213.6 M,91.554 M,185.7 M
133,China Merchants China Direct Investments Limited,Financials,Diversified Financial Services,Diversified Financials,177.6 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
995,Anhui Expressway Company Limited,Industrials,Transportation Infrastructure,Transportation,1.942 B,2022,417.8 M,93.177 M,125.4 M,135.6 M,141.3 M,117.9 M,123.6 M,130.7 M,106.1 M,50.873 M,16.214 M,77.912 M,84.036 M
1184,S.A.S. Dragon Holdings Limited,Information Technology,"Electronic Equipment, Instruments & Components",Technology Hardware & Equipment,274.3 M,2022,134.5 M,33.196 M,34.319 M,34.372 M,40.848 M,40.797 M,20.203 M,20.209 M,15.311 M,15.307 M,15.233 M,15.145 M,15.682 M
1205,CITIC Resources Holdings Limited,Industrials,Trading Companies & Distributors,Capital Goods,430.4 M,2022,249.3 M,73.227 M,51.869 M,51.948 M,28.239 M,28.204 M,10.502 M,10.506 M,-1.097 M,-1.097 M,7.571 M,7.527 M,11.849 M
1310,HKBN Ltd.,Communication Services,Diversified Telecommunication Services,Telecommunication Services,955.7 M,2022,271.7 M,69.767 M,66.367 M,66.513 M,69.301 M,69.449 M,66.684 M,66.73 M,65.672 M,65.662 M,65.36 M,65.081 M,56.872 M
322,Tingyi (Cayman Islands) Holding Corp.,Consumer Staples,Food Products,"Food, Beverage & Tobacco",10.206 B,2022,928.8 M,262 M,256.9 M,253.2 M,312.6 M,308 M,280.6 M,269.7 M,336.9 M,336.1 M,198.4 M,193.3 M,280.6 M
8,PCCW Limited,Communication Services,Diversified Telecommunication Services,Telecommunication Services,3.883 B,2022,926.3 M,-,271.4 M,271.9 M,-,-,266.5 M,266.2 M,196.6 M,177.5 M,243 M,242.9 M,242.5 M
1543,"Guangdong Join-Share Financing Guarantee Investment Co., Ltd.",Financials,Consumer Finance,Diversified Financials,355.9 M,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
207,Joy City Property Limited,Real Estate,Real Estate Management & Development,Real Estate,589.2 M,2022,732.8 M,268.7 M,118.2 M,116.5 M,136.2 M,134.2 M,197.6 M,190 M,108 M,107.8 M,92.221 M,89.854 M,215.6 M
3678,"Holly Futures Co., Ltd.",Financials,Capital Markets,Diversified Financials,1.619 B,2022,-,-,-,-,-,-,-,-,-,-,-,-,-
158,Melbourne Enterprises Limited,Real Estate,Real Estate Management & Development,Real Estate,388.9 M,2022,14.079 M,3.519 M,3.529 M,3.546 M,2.879 M,2.887 M,3.49 M,3.5 M,4.747 M,4.747 M,5.229 M,5.203 M,5.892 M
1548,Genscript Biotech Corporation,Healthcare,Life Sciences Tools & Services,"Pharmaceuticals, Biotechnology & Life Sciences",4.982 B,2022,-329.5 M,-71.952 M,-93.394 M,-93.394 M,-66.058 M,-66.058 M,-51.323 M,-51.323 M,-36.031 M,-36.031 M,-39.799 M,-39.799 M,-16.382 M
2302,CNNC International Limited,Industrials,Trading Companies & Distributors,Capital Goods,115.9 M,2022,992.238 K,272.491 K,243.761 K,207.65 K,-625.038 K,-624.268 K,-2.686 M,-2.687 M,176.633 K,176.585 K,124.031 K,123.314 K,390.321 K
3301,Ronshine China Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,124.4 M,2022,-137.4 M,-92.978 M,24.375 M,25.352 M,78.328 M,77.187 M,39.398 M,37.876 M,149.7 M,149.4 M,346.2 M,337.3 M,376.8 M
522,ASMPT Limited,Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,4.104 B,2022,482.1 M,100.7 M,140.8 M,145 M,176.2 M,187.3 M,136.7 M,106.8 M,61.023 M,65.768 M,75.229 M,38.775 M,71.545 M
392,Beijing Enterprises Holdings Limited,Utilities,Gas Utilities,Utilities,4.471 B,2022,1.105 B,305.1 M,250.1 M,250.4 M,281.6 M,281.3 M,220.8 M,220.8 M,245.4 M,245.4 M,154.9 M,154 M,306.3 M
71,"Miramar Hotel and Investment Company, Limited",Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,1.037 B,2022,76.635 M,20.489 M,17.323 M,17.353 M,19.724 M,19.754 M,16.83 M,16.809 M,16.203 M,16.208 M,19.446 M,19.441 M,31.132 M
6865,"Flat Glass Group Co., Ltd.",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,8.35 B,2022,388.7 M,138.7 M,103.4 M,86.676 M,92.574 M,93.186 M,160.4 M,165.5 M,80.72 M,46.077 M,54.443 M,52.1 M,53.107 M
1180,Paradise Entertainment Limited,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,119.3 M,2022,-13.98 M,-4.917 M,-2.095 M,-2.098 M,-441.12 K,-440.576 K,-4.753 M,-4.755 M,-6.966 M,-6.964 M,732.638 K,728.403 K,3.379 M
336,Huabao International Holdings Limited,Materials,Chemicals,Materials,1.564 B,2022,210.3 M,48.721 M,62.088 M,61.185 M,58.535 M,57.683 M,72.49 M,69.69 M,55.27 M,55.137 M,69.679 M,67.891 M,69.611 M
2678,Texhong International Group Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,723.9 M,2022,613.3 M,149.5 M,173.1 M,170.6 M,168.9 M,166.4 M,74.4 M,71.526 M,53.686 M,53.557 M,92.654 M,90.276 M,73.384 M
2343,Pacific Basin Shipping Limited,Industrials,Marine,Transportation,2.151 B,2022,866 M,155.6 M,277.4 M,277.4 M,308.6 M,308.6 M,116.5 M,116.5 M,47.547 M,47.547 M,31.265 M,31.265 M,53.515 M
2331,Li Ning Company Limited,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Consumer Durables & Apparel,20.184 B,2022,790.1 M,178.8 M,216.8 M,229.1 M,225.3 M,222 M,217.9 M,214.8 M,115.5 M,111.1 M,80.416 M,80.223 M,74.845 M
212,Nanyang Holdings Limited,Real Estate,Real Estate Management & Development,Real Estate,119 M,2022,5.095 M,890.037 K,1.642 M,1.645 M,719.292 K,720.385 K,8.594 M,8.583 M,4.627 M,4.628 M,4.933 M,4.932 M,2.475 M
512,Grand Pharmaceutical Group Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",1.977 B,2022,395.7 M,96.367 M,101.1 M,101.2 M,79.794 M,79.916 M,81.129 M,81.029 M,68.051 M,68.072 M,64.493 M,64.475 M,64.646 M
1177,Sino Biopharmaceutical Limited,Healthcare,Pharmaceuticals,"Pharmaceuticals, Biotechnology & Life Sciences",10.215 B,2022,771 M,278.9 M,119.5 M,117.8 M,306.4 M,249.2 M,148.6 M,214.7 M,254 M,193.3 M,163.9 M,278.8 M,242.4 M
371,Beijing Enterprises Water Group Limited,Utilities,Water Utilities,Utilities,2.483 B,2022,988.2 M,242.7 M,253.4 M,253.8 M,286.5 M,286.1 M,220.2 M,220.3 M,273.7 M,273.6 M,268.2 M,266.6 M,292.1 M
